1485970399,nan,-1,20000,0,0
1485970403,30000.000000,0,19999,0,1
1485970407,-0.000000,1,19998,0,2
1485970444,-0.000000,1,19998,0,3
1485970460,-0.000000,1,19998,0,4
1485970470,-0.000000,1,19998,0,5
1485970483,-0.000000,1,19998,0,6
1485970495,-0.000000,1,19998,0,7
1485970509,-0.000000,1,19998,0,8
1485970523,-0.000000,1,19998,0,9
1485970537,-0.000000,1,19998,0,10
1485970554,-0.000000,1,19998,0,11
1485970568,-0.000000,1,19998,0,12
1485970584,-0.000000,1,19998,0,13
1485970600,-0.000000,1,19998,0,14
1485970617,-0.000000,1,19998,0,15
1485970633,-0.000000,1,19998,0,16
1485970649,-0.000000,1,19998,0,17
1485970717,-0.000000,1,19998,0,18
1485970767,-0.000000,1,19998,0,19
1485970824,-0.000000,1,19998,0,20
1485970884,-0.000000,1,19998,0,21
1485970956,-0.000000,1,19998,0,22
1485971032,-0.000000,1,19998,0,23
1485971104,-0.000000,1,19998,0,24
1485971209,-0.000000,1,19998,0,25
1485971320,-0.000000,1,19998,0,26
1485971385,-0.000000,1,19998,0,27
1485971472,-0.000000,1,19998,0,28
1485971604,-0.000000,1,19998,0,29
1485971716,-0.000000,1,19998,0,30
1485971852,-0.000000,1,19998,0,31
1485971991,-0.000000,1,19998,0,32
1485972165,-0.000000,1,19998,0,33
1485972289,-0.000000,1,19998,0,34
1485972416,-0.000000,1,19998,0,35
1485972551,-0.000000,1,19998,0,36
1485972704,-0.000000,1,19998,0,37
1485972884,-0.000000,1,19998,0,38
1485973048,-0.000000,1,19998,0,39
1485973186,-0.000000,1,19998,0,40
1485973336,-0.000000,1,19998,0,41
1485973512,-0.000000,1,19998,0,42
1485973665,-0.000000,1,19998,0,43
1485973837,-0.000000,1,19998,0,44
1485973988,-0.000000,1,19998,0,45
1485974150,-0.000000,1,19998,0,46
1485974347,-0.000000,1,19998,0,47
1485974521,-0.000000,1,19998,0,48
1485974698,-0.000000,1,19998,0,49
1485974891,-0.000000,1,19998,0,50
1485975081,-0.000000,1,19998,0,51
1485975275,-0.000000,1,19998,0,52
1485975441,-0.000000,1,19998,0,53
1485975609,-0.000000,1,19998,0,54
1485975781,-0.000000,1,19998,0,55
1485975991,-0.000000,1,19998,0,56
1485976176,-0.000000,1,19998,0,57
1485976382,-0.000000,1,19998,0,58
1485976555,-0.000000,1,19998,0,59
1485976746,-0.000000,1,19998,0,60
1485976959,-0.000000,1,19998,0,61
1485977126,-0.000000,1,19998,0,62
1485977364,-0.000000,1,19998,0,63
1485977610,-0.000000,1,19998,0,64
1485977827,-0.000000,1,19998,0,65
1485978024,-0.000000,1,19998,0,66
1485978221,-0.000000,1,19998,0,67
1485978387,-0.000000,1,19998,0,68
1485978630,-0.000000,1,19998,0,69
1485978861,-0.000000,1,19998,0,70
